respondent,mainbranch,age,country,edlevel,employment,yearscodepro,languageworkedwith,databaseworkedwith,platformworkedwith
262,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C++;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Couchbase;MongoDB;Microsoft SQL Server,Android;Arduino;Docker;Linux;MacOS;Slack
268,I am a developer by profession,25.0,Japan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,C;Java;PHP;Ruby,MySQL;PostgreSQL,AWS;Docker;Heroku;Linux;MacOS;Slack
271,I am a developer by profession,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;JavaScript;SQL,Microsoft SQL Server;MySQL,Microsoft Azure;Windows
273,I am a developer by profession,29.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,Bash/Shell/PowerShell;C++;Clojure;Erlang;HTML/CSS;Java;JavaScript;Ruby;Scala,MongoDB;MySQL;Oracle;PostgreSQL;Other(s):,Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Slack;Windows;Other(s):
275,I am a developer by profession,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,16,C#;HTML/CSS;Java;JavaScript;Objective-C;Python;Ruby;Rust;SQL;TypeScript,DynamoDB;Microsoft SQL Server;PostgreSQL;SQLite,Android;AWS;Google Cloud Platform;Heroku;iOS;Microsoft Azure
276,I am a developer by profession,29.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,HTML/CSS;Java;JavaScript;Scala;SQL,MySQL,AWS;Linux
277,I am a developer by profession,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,Bash/Shell/PowerShell;C;C++;Python,MongoDB,Linux
279,I am a developer by profession,27.0,Ireland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,HTML/CSS;Java;JavaScript;PHP;Python;SQL,MySQL;PostgreSQL;Redis;SQLite,AWS;Docker;Kubernetes;Linux;Slack;Windows
280,I am a developer by profession,47.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,22,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Windows
283,I am a developer by profession,26.0,Hong Kong (S.A.R.),Associate degree,Employed full-time,4,HTML/CSS;JavaScript;TypeScript,,Docker;Kubernetes
285,I am a developer by profession,32.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;JavaScript;PHP;SQL,Microsoft SQL Server;MySQL;Oracle;SQLite,Windows;WordPress
286,I am a developer by profession,23.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Dart;HTML/CSS;JavaScript;Python;TypeScript;Other(s):,DynamoDB;Elasticsearch;Firebase;MySQL,AWS;Windows
289,I am a developer by profession,37.0,United States,Some college/university study without earning a degree,Employed full-time,10,C++;C#;PHP;Rust;TypeScript,MySQL;Redis,Linux
292,I am a developer by profession,27.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,8,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Google Cloud Platform;Microsoft Azure
293,I am a developer by profession,31.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;Java;JavaScript;SQL,Firebase;MongoDB;MySQL;Oracle;PostgreSQL;Redis,Docker;Heroku;Linux;Raspberry Pi;WordPress
301,I am a developer by profession,39.0,Guatemala,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,6,C++;C#;Clojure;JavaScript;PHP;Python;SQL;VBA,MongoDB;Microsoft SQL Server;MySQL;Redis,AWS;Docker;Heroku;Linux;Slack;Windows
302,I am a developer by profession,33.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,7,Bash/Shell/PowerShell;C#;Python;Other(s):,Elasticsearch;Other(s):,Docker;Google Cloud Platform;Linux
304,I am a developer by profession,30.0,Netherlands,Some college/university study without earning a degree,Employed part-time,8,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,Couchbase;DynamoDB;Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi;Slack
305,I am a developer by profession,28.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;PostgreSQL,Docker;Slack;Windows
306,"I am not primarily a developer, but I write code sometimes as part of my work",51.0,Australia,Associate degree,Employed full-time,29,C;HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL;SQLite,AWS;Docker;Kubernetes;Linux;Windows
308,I am a developer by profession,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,Less than 1 year,HTML/CSS;JavaScript;Ruby,PostgreSQL;SQLite,Heroku;Other(s):
310,"I am not primarily a developer, but I write code sometimes as part of my work",32.0,Latvia,Associate degree,Employed full-time,10,C#;HTML/CSS;JavaScript;SQL;Swift,MongoDB;Microsoft SQL Server;SQLite,Android;iOS;MacOS;Windows
311,I am a developer by profession,24.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Assembly;C;C++;C#;HTML/CSS;Java;Python;Scala;SQL,MongoDB;Microsoft SQL Server;MySQL;SQLite,Arduino;IBM Cloud or Watson;Linux;Raspberry Pi;WordPress
312,I am a developer by profession,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,Bash/Shell/PowerShell;Python;Ruby;SQL,PostgreSQL,AWS;Docker;Heroku;Linux;MacOS
316,I am a developer by profession,22.0,United States,Some college/university study without earning a degree,Employed full-time,8,Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;Python,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Android;AWS;Docker;Kubernetes;Linux;MacOS;Windows
317,I am a developer by profession,24.0,Poland,Some college/university study without earning a degree,Employed full-time,3,Java;SQL,PostgreSQL,Docker;Linux
319,I am a developer by profession,30.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;TypeScript,Elasticsearch;MongoDB;MySQL,Docker;Heroku;Linux;MacOS;Raspberry Pi;WordPress
321,I am a developer by profession,32.0,United States,Some college/university study without earning a degree,Employed full-time,8,HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis,AWS;Docker
322,I am a developer by profession,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;Java;Python,Microsoft SQL Server;PostgreSQL;Redis;SQLite,Android;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Slack
324,I am a developer by profession,34.0,Bangladesh,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Oracle,Android;Windows
326,I am a developer by profession,34.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,2,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Firebase;MySQL,AWS;Linux;Slack;Windows;WordPress
328,I am a developer by profession,31.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,HTML/CSS;Java;JavaScript;TypeScript,MongoDB,Android;AWS;Docker;MacOS;Slack;WordPress
329,I am a developer by profession,47.0,Ukraine,Some college/university study without earning a degree,Employed full-time,10,C;C++;C#;F#;HTML/CSS;JavaScript;Rust;SQL;TypeScript;Other(s):,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,iOS;Windows
330,I am a developer by profession,35.0,France,"Other doctoral degree (Ph.D, Ed.D., etc.)",Employed full-time,13,Java;Kotlin,Oracle;SQLite,Android;Docker;iOS;Linux;MacOS;Slack;WordPress
332,I am a developer by profession,24.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;Python;SQL;Swift;TypeScript,SQLite,iOS;Raspberry Pi
333,I am a developer by profession,33.0,Russian Federation,Some college/university study without earning a degree,Employed full-time,5,Python;Rust;Scala,MongoDB;PostgreSQL;Redis,AWS;Docker;Kubernetes;Linux;Raspberry Pi;Slack
334,I am a developer by profession,30.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,3,Bash/Shell/PowerShell;C;C++;Python,,AWS;Docker;Linux
335,I am a developer by profession,30.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,C#;HTML/CSS;Java;JavaScript;Python;SQL;Swift,Microsoft SQL Server,iOS;WordPress
338,"I am not primarily a developer, but I write code sometimes as part of my work",28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,Bash/Shell/PowerShell;HTML/CSS;Java;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle,Linux;Slack;Windows
340,I am a developer by profession,35.0,Mexico,Some college/university study without earning a degree,Employed full-time,13,C#;HTML/CSS;SQL,Microsoft SQL Server,Windows
341,I am a developer by profession,23.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,1,C++;C#;SQL,Microsoft SQL Server;MySQL,Arduino;Google Cloud Platform;Windows
345,I am a developer by profession,33.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,12,Java;JavaScript,MongoDB;MySQL,AWS;Docker;Heroku;Kubernetes
351,I am a developer by profession,25.0,France,,Employed full-time,3,Assembly;C;C++;Java;JavaScript;Python;SQL,,Android;Arduino;Linux;Windows;WordPress
352,I am a developer by profession,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,2,HTML/CSS;JavaScript;Ruby;TypeScript,MySQL;PostgreSQL;Redis;SQLite,Heroku
354,I am a developer by profession,25.0,Poland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Elasticsearch;MySQL;Redis,Android;Arduino;AWS;Docker;Heroku;iOS;Linux;MacOS;Windows
356,I am a developer by profession,29.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,HTML/CSS;JavaScript;PHP;Python;SQL,MongoDB;MySQL;PostgreSQL;Redis;SQLite,Android;AWS;Docker;Google Cloud Platform;Kubernetes;Linux
357,I am a developer by profession,33.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,14,HTML/CSS;TypeScript,MongoDB,MacOS;Windows
364,I am a developer by profession,40.0,United States,Some college/university study without earning a degree,Employed full-time,8,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,DynamoDB;MariaDB;MySQL;Redis,AWS;Docker;Linux;Other(s):
372,I am a developer by profession,25.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell;C#;HTML/CSS;Java;Python;SQL,Microsoft SQL Server;Oracle;PostgreSQL,Linux;Slack;Windows
373,I am a developer by profession,37.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,5,C#;HTML/CSS;Java;JavaScript;Python,Microsoft SQL Server;MySQL;Oracle;SQLite,Android;Windows
374,I am a developer by profession,26.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,HTML/CSS;Python;SQL;TypeScript,PostgreSQL;SQLite,AWS;Docker;Google Cloud Platform;Heroku;Linux;Windows
375,I am a developer by profession,57.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,26,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL,MySQL;PostgreSQL,Other(s):
378,I am a developer by profession,32.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,9,C#;HTML/CSS;JavaScript;SQL;TypeScript,MariaDB;Microsoft SQL Server;PostgreSQL;SQLite,Android;iOS;Linux;Windows
382,I am a developer by profession,26.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,MariaDB;MongoDB;Microsoft SQL Server;MySQL,MacOS;Slack;Windows
383,"I am not primarily a developer, but I write code sometimes as part of my work",38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell,MongoDB,AWS;Docker;Linux
384,I am a developer by profession,28.0,United States,Some college/university study without earning a degree,Employed full-time,4,Bash/Shell/PowerShell;Go;SQL;TypeScript,Elasticsearch;PostgreSQL;Redis,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack
388,I am a developer by profession,27.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,C;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MongoDB;MySQL;Oracle,AWS;Google Cloud Platform;Slack;Windows
389,I am a developer by profession,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,10,Bash/Shell/PowerShell;JavaScript;Objective-C;Ruby;Swift,Firebase;MySQL;PostgreSQL;SQLite,iOS
392,I am a developer by profession,52.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,30,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,Microsoft SQL Server;MySQL;SQLite,Android;Arduino;AWS;iOS;Linux;MacOS;Raspberry Pi;Windows;WordPress
394,I am a developer by profession,30.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,7,C#;HTML/CSS;TypeScript;Other(s):,Microsoft SQL Server;Redis;SQLite,Docker;Kubernetes;Microsoft Azure;Windows
395,I am a developer by profession,41.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,18,HTML/CSS;Java;JavaScript;SQL,Elasticsearch;MySQL;Oracle;SQLite,Android;Docker;Linux;MacOS
398,"I am not primarily a developer, but I write code sometimes as part of my work",22.0,United States,Some college/university study without earning a degree,Employed full-time,2,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL;VBA,MariaDB;Microsoft SQL Server;MySQL;SQLite,Linux;Raspberry Pi;Windows;WordPress
400,I am a developer by profession,48.0,Hungary,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,20,Bash/Shell/PowerShell;C++;Java;Kotlin;PHP,,Android;Docker;Linux
401,I am a developer by profession,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,JavaScript;Python;Ruby;SQL;TypeScript,MySQL;PostgreSQL;Redis,AWS;Heroku;MacOS;Slack;Windows
402,I am a developer by profession,49.0,France,"Professional degree (JD, MD, etc.)",Employed full-time,25,C#,Oracle;Other(s):,Windows
404,I am a developer by profession,27.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,5,C#;SQL;TypeScript,Firebase;SQLite,Android;iOS;MacOS;Slack
405,I am a developer by profession,30.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,6,Java;JavaScript;TypeScript,,
406,I am a developer by profession,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MongoDB;MySQL,Android;AWS;iOS;Linux
408,I am a developer by profession,32.0,United States,"Professional degree (JD, MD, etc.)",Employed full-time,12,Assembly;Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;Python;R;Rust;SQL;TypeScript;WebAssembly,Couchbase;DynamoDB;MongoDB;PostgreSQL;SQLite,Android;AWS;Docker;Linux;MacOS;Raspberry Pi
410,I am a developer by profession,43.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,15,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Docker;Microsoft Azure;Slack;Windows
411,I am a developer by profession,33.0,Brazil,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,11,C;C++;JavaScript;Python;R;SQL,MySQL,Linux;Windows
413,I am a developer by profession,35.0,New Zealand,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,17,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;Redis,AWS;Docker;Kubernetes;Linux;Slack
414,I am a developer by profession,44.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,20,Bash/Shell/PowerShell;JavaScript;Python;SQL,MySQL;PostgreSQL,Android;Docker;Linux
416,I am a developer by profession,21.0,United States,Some college/university study without earning a degree,Employed full-time,2,C;C++;C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;PostgreSQL,Microsoft Azure;Windows
421,I am a developer by profession,27.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,DynamoDB;Firebase;MongoDB;MySQL,AWS;Linux;MacOS;Raspberry Pi;Slack
424,I am a developer by profession,28.0,Switzerland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,4,C;C++,Oracle;SQLite,Arduino;AWS;Docker;Linux;MacOS;Slack;Windows
426,I am a developer by profession,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,7,Java,MySQL;Oracle;PostgreSQL;SQLite,Android
427,I am a developer by profession,32.0,New Zealand,Associate degree,Employed full-time,2,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server;Redis;Other(s):,Microsoft Azure;Slack
428,I am a developer by profession,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Employed full-time,Less than 1 year,Bash/Shell/PowerShell;Java;Python,Oracle,Linux;Windows
429,I am a developer by profession,51.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,15,C#,Microsoft SQL Server,Windows
432,I am a developer by profession,24.0,Hong Kong (S.A.R.),"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,1,HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA;Other(s):,DynamoDB;Elasticsearch;MariaDB;MySQL,Android;Arduino;AWS;Slack;Windows
434,I am a developer by profession,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,AWS;Google Cloud Platform;Microsoft Azure;Raspberry Pi;Windows
435,I am a developer by profession,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL;Swift,MongoDB;Microsoft SQL Server;MySQL;SQLite,Docker;iOS;Linux;MacOS;Microsoft Azure;Windows
436,I am a developer by profession,38.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,17,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Microsoft SQL Server;MySQL;Redis;SQLite,Android;AWS;Docker;Google Cloud Platform;Linux;MacOS;Slack;Windows;WordPress
437,I am a developer by profession,25.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,,Microsoft SQL Server,Microsoft Azure;Windows
439,I am a developer by profession,23.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,4,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MySQL;PostgreSQL,
443,I am a developer by profession,28.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed full-time,1,HTML/CSS;JavaScript;TypeScript,,Android;iOS;MacOS;Windows
445,I am a developer by profession,31.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Employed full-time,6,C#;SQL,Microsoft SQL Server,
